43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,709,"Mountain Bike Socks, M",6,34.200000
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,776,"Mountain-100 Black, 42",1,2024.994000
43666,2022-05-30 00:00:00.000,30052,Individual,Abraham Swearengin,Southwest,US,North America,764,"Road-650 Red, 52",1,419.458900
43666,2022-05-30 00:00:00.000,30052,Individual,Abraham Swearengin,Southwest,US,North America,753,"Road-150 Red, 56",1,2146.962000
43666,2022-05-30 00:00:00.000,30052,Individual,Abraham Swearengin,Southwest,US,North America,732,"ML Road Frame - Red, 48",1,356.898000
43666,2022-05-30 00:00:00.000,30052,Individual,Abraham Swearengin,Southwest,US,North America,756,"Road-450 Red, 44",1,874.794000
43666,2022-05-30 00:00:00.000,30052,Individual,Abraham Swearengin,Southwest,US,North America,768,"Road-650 Black, 44",2,838.917800
43666,2022-05-30 00:00:00.000,30052,Individual,Abraham Swearengin,Southwest,US,North America,766,"Road-650 Black, 60",1,419.458900
43667,2022-05-30 00:00:00.000,29974,Individual,Scott MacDonald,Central,US,North America,710,"Mountain Bike Socks, L",3,17.100000
43667,2022-05-30 00:00:00.000,29974,Individual,Scott MacDonald,Central,US,North America,773,"Mountain-100 Silver, 44",1,2039.994000
43667,2022-05-30 00:00:00.000,29974,Individual,Scott MacDonald,Central,US,North America,778,"Mountain-100 Black, 48",1,2024.994000
43667,2022-05-30 00:00:00.000,29974,Individual,Scott MacDonald,Central,US,North America,775,"Mountain-100 Black, 38",1,2024.994000
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,756,"Road-450 Red, 44",3,2624.382000
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,753,"Road-150 Red, 56",2,4293.924000
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,760,"Road-650 Red, 60",7,2936.212300
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,765,"Road-650 Black, 58",6,2516.753400
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,715,"Long-Sleeve Logo Jersey, L",6,173.042400
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,730,"LL Road Frame - Red, 62",6,1103.629200
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,707,"Sport-100 Helmet, Red",2,40.373000
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,711,"Sport-100 Helmet, Blue",2,40.373000
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,754,"Road-450 Red, 58",2,1749.588000
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,712,AWC Logo Cap,4,20.746000
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,729,"LL Road Frame - Red, 60",2,367.876400
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,755,"Road-450 Red, 60",3,2624.382000
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,761,"Road-650 Red, 62",3,1258.376700
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,770,"Road-650 Black, 52",2,838.917800
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,726,"LL Road Frame - Red, 48",3,551.814600
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,764,"Road-650 Red, 52",2,838.917800
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,766,"Road-650 Black, 60",2,838.917800
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,725,"LL Road Frame - Red, 44",2,367.876400
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,716,"Long-Sleeve Logo Jersey, XL",1,28.840400
43668,2022-05-30 00:00:00.000,29614,Individual,Ryan Calafato,Canada,CA,North America,768,"Road-650 Black, 44",2,838.917800
